Grupão;Grupo;Família;Espécie (Simplificado);Nome Comum;Categoria
Fauna;Peixes Continentais;Rivulidae;Austrolebias vazferreirai;Peixe-anual;CR
Fauna;Peixes Continentais;Rivulidae;Austrolebias wolterstorffi;Peixe-anual;CR
Fauna;Aves;Furnariidae;Automolus lammi;Barranqueiro-do-nordeste ;EN
Fauna;Invertebrados Terrestres;Theraphosidae;Avicularia diversipes;Aranha-caranguejeira;EN
Fauna;Invertebrados Terrestres;Theraphosidae;Avicularia gamba;Aranha-caranguejeira;CR
Flora;Angiospermas;Poaceae;Axonopus carajasensis;Vazio;EN
Flora;Angiospermas;Poaceae;Axonopus fastigiatus;Vazio;VU
Flora;Angiospermas;Poaceae;Axonopus hydrolithicus;Vazio;CR
Flora;Angiospermas;Poaceae;Axonopus monticola;Vazio;EN
Flora;Angiospermas;Poaceae;Axonopus ramboi;Vazio;EN
Flora;Angiospermas;Poaceae;Axonopus uninodis;Vazio;CR
Flora;Angiospermas;Asteraceae;Baccharis aracatubensis;alecrim;EN
Flora;Angiospermas;Asteraceae;Baccharis concinna;Vazio;VU
Flora;Angiospermas;Asteraceae;Baccharis elliptica;Vazio;EN
Flora;Angiospermas;Asteraceae;Baccharis hypericifolia;Vazio;EN
Flora;Angiospermas;Asteraceae;Baccharis lychnophora;Vazio;VU
Flora;Angiospermas;Asteraceae;Baccharis penningtonii;carqueja;VU
Flora;Angiospermas;Asteraceae;Baccharis polyphylla;Vazio;VU
Flora;Angiospermas;Asteraceae;Baccharis pseudoalpestris;Vazio;VU
Fauna;Répteis;Gymnophthalmidae;Bachia didactyla;Desconhecido;EN
Fauna;Répteis;Gymnophthalmidae;Bachia psamophila;Desconhecido;CR
Flora;Angiospermas;Plantaginaceae;Bacopa cochlearia;Vazio;EN
Flora;Angiospermas;Arecaceae;Bactris timbuiensis;Vazio;EN
Fauna;Invertebrados Terrestres;Baetidae;Baetodes capixaba;Siriruia;VU
Fauna;Invertebrados Terrestres;Baetidae;Baetodes iuaquita;Siriruia;VU
Fauna;Peixes Continentais;Pimelodidae;Bagropsis reinhardti;Bagre ;VU
Fauna;Mamíferos;Balaenopteridae;Balaenoptera borealis;Baleia-sei;EN
Fauna;Mamíferos;Balaenopteridae;Balaenoptera musculus;Baleia-azul;CR
Fauna;Mamíferos;Balaenopteridae;Balaenoptera physalus;Baleia-fin;EN
Flora;Angiospermas;Malpighiaceae;Banisteriopsis andersonii;Vazio;VU
Flora;Angiospermas;Malpighiaceae;Banisteriopsis basifixa;Vazio;VU
Flora;Angiospermas;Malpighiaceae;Banisteriopsis cipoensis;Vazio;EN
Flora;Angiospermas;Malpighiaceae;Banisteriopsis hatschbachii;Vazio;EN
Flora;Angiospermas;Malpighiaceae;Banisteriopsis hirsuta;Vazio;EN
Flora;Angiospermas;Malpighiaceae;Banisteriopsis magdalenensis;Vazio;EN
Flora;Angiospermas;Malpighiaceae;Banisteriopsis pseudojanusia;Vazio;CR
Flora;Angiospermas;Malpighiaceae;Banisteriopsis sellowiana;Vazio;VU
Flora;Angiospermas;Orchidaceae;Baptistonia kautskyi;Vazio;EN
Flora;Angiospermas;Orchidaceae;Baptistonia truncata;Vazio;CR
Flora;Angiospermas;Velloziaceae;Barbacenia delicatula;Vazio;EN
Flora;Angiospermas;Velloziaceae;Barbacenia exscapa;Vazio;CR
Flora;Angiospermas;Velloziaceae;Barbacenia glutinosa;Vazio;CR
Flora;Angiospermas;Velloziaceae;Barbacenia gounelleana;Vazio;EN
Flora;Angiospermas;Velloziaceae;Barbacenia longiscapa;Vazio;CR
Flora;Angiospermas;Velloziaceae;Barbacenia paranaensis;Vazio;EN
Flora;Angiospermas;Velloziaceae;Barbacenia pungens;Vazio;CR
Flora;Angiospermas;Velloziaceae;Barbacenia riparia;Vazio;CR
Flora;Angiospermas;Velloziaceae;Barbacenia rodriguesii;Vazio;EN
Flora;Angiospermas;Velloziaceae;Barbacenia spectabilis;Vazio;EN
Flora;Angiospermas;Velloziaceae;Barbacenia spiralis;Vazio;EN
Flora;Angiospermas;Orchidaceae;Barbosella trilobata;Vazio;EN
Fauna;Peixes Continentais;Loricariidae;Baryancistrus longipinnis;Desconhecido;CR
Fauna;Peixes Continentais;Loricariidae;Baryancistrus niveatus;Acari;CR
Flora;Angiospermas;Fabaceae;Bauhinia integerrima;Vazio;EN
Flora;Angiospermas;Begoniaceae;Begonia albidula;Vazio;EN
Flora;Angiospermas;Begoniaceae;Begonia altamiroi;Vazio;EN
Flora;Angiospermas;Begoniaceae;Begonia apparicioi;Vazio;EN
Flora;Angiospermas;Begoniaceae;Begonia bahiensis;Vazio;EN
Flora;Angiospermas;Begoniaceae;Begonia besleriifolia;Vazio;EN
Flora;Angiospermas;Begoniaceae;Begonia coccinea;Vazio;EN
Flora;Angiospermas;Begoniaceae;Begonia crispula;Vazio;CR
Flora;Angiospermas;Begoniaceae;Begonia curtii;Vazio;VU
Flora;Angiospermas;Begoniaceae;Begonia dentatiloba;Vazio;EN
Flora;Angiospermas;Begoniaceae;Begonia espiritosantensis;Vazio;EN
Flora;Angiospermas;Begoniaceae;Begonia handroi;Vazio;EN
Flora;Angiospermas;Begoniaceae;Begonia ibitiocensis;Vazio;EN
Flora;Angiospermas;Begoniaceae;Begonia inconspicua;Vazio;CR
Flora;Angiospermas;Begoniaceae;Begonia itaguassuensis;Vazio;EN
Flora;Angiospermas;Begoniaceae;Begonia itatinensis;Vazio;EN
Flora;Angiospermas;Begoniaceae;Begonia jureiensis;Vazio;CR
Flora;Angiospermas;Begoniaceae;Begonia kuhlmannii;Vazio;EN
Flora;Angiospermas;Begoniaceae;Begonia larorum;Vazio;CR
Flora;Angiospermas;Begoniaceae;Begonia organensis;Vazio;EN
Flora;Angiospermas;Begoniaceae;Begonia paranaensis;Vazio;EN
Flora;Angiospermas;Begoniaceae;Begonia paulensis;Vazio;EN
Flora;Angiospermas;Begoniaceae;Begonia perdusenii;Vazio;EN
Flora;Angiospermas;Begoniaceae;Begonia piresiana;Vazio;CR
Flora;Angiospermas;Begoniaceae;Begonia pluvialis;Vazio;EN
Flora;Angiospermas;Begoniaceae;Begonia polygonifolia;Vazio;EN
Flora;Angiospermas;Begoniaceae;Begonia ruschii;Vazio;CR
Flora;Angiospermas;Begoniaceae;Begonia salesopolensis;Vazio;CR
Flora;Angiospermas;Begoniaceae;Begonia santoslimae;Vazio;EN
Flora;Angiospermas;Begoniaceae;Begonia scharffii;Vazio;CR
Flora;Angiospermas;Begoniaceae;Begonia smilacina;Vazio;EN
Flora;Angiospermas;Begoniaceae;Begonia stenolepis;Vazio;EN
Flora;Angiospermas;Begoniaceae;Begonia sylvatica;Vazio;EN
Flora;Angiospermas;Begoniaceae;Begonia toledoana;Vazio;EN
Flora;Angiospermas;Begoniaceae;Begonia undulata;Vazio;EN
Flora;Angiospermas;Begoniaceae;Begonia venosa;Vazio;CR
Flora;Angiospermas;Begoniaceae;Begonia vicina;Vazio;EN
Flora;Angiospermas;Lauraceae;Beilschmiedia rigida;"canela-batata; canela-tapinha";EN
Flora;Angiospermas;Berberidaceae;Berberis campos-portoi;Vazio;CR
Flora;Angiospermas;Berberidaceae;Berberis kleinii;Vazio;VU
Flora;Angiospermas;Euphorbiaceae;Bernardia confertifolia;Vazio;EN
Flora;Angiospermas;Euphorbiaceae;Bernardia crassifolia;Vazio;EN
Flora;Angiospermas;Lecythidaceae;Bertholletia excelsa;"castanha do Brasil; castanha-do-pará; castanheira";VU
Flora;Angiospermas;Melastomataceae;Bertolonia angustifolia;Vazio;CR
Flora;Angiospermas;Melastomataceae;Bertolonia formosa;Vazio;CR
Flora;Angiospermas;Melastomataceae;Bertolonia foveolata;Vazio;EN
Flora;Angiospermas;Melastomataceae;Bertolonia hoehneana;Vazio;CR
Flora;Angiospermas;Melastomataceae;Bertolonia leuzeana;Vazio;EN
Flora;Angiospermas;Melastomataceae;Bertolonia paranaensis;Vazio;EN
Flora;Angiospermas;Gesneriaceae;Besleria umbrosa;Vazio;VU
Flora;Angiospermas;Orchidaceae;Bifrenaria silvana;Vazio;CR
Flora;Angiospermas;Orchidaceae;Bifrenaria wittigii;Vazio;EN
Flora;Angiospermas;Bromeliaceae;Billbergia brasiliensis;Vazio;EN
Flora;Angiospermas;Orchidaceae;Bipinnula biplumata;Vazio;CR
Flora;Angiospermas;Orchidaceae;Bipinnula penicillata;Vazio;EN
Fauna;Mamíferos;Cervidae;Blastocerus dichotomus;Cervo-do-pantanal;VU
Flora;Pteridófitas;Blechnaceae;Blechnum andinum;Vazio;CR
Flora;Pteridófitas;Blechnaceae;Blechnum heringeri;Vazio;VU
Flora;Pteridófitas;Blechnaceae;Blechnum sprucei;Vazio;VU
Flora;Pteridófitas;Blechnaceae;Blechnum squamipes;Vazio;EN
Flora;Briófitas;Lejeuneaceae;Blepharolejeunea securifolia;Vazio;EN
Fauna;Anfíbios;Hylidae;Bokermannohyla vulcaniae;Desconhecido;CR
Fauna;Anfíbios;Plethodontidae;Bolitoglossa paraensis;Salamandra;EN
Flora;Angiospermas;Calyceraceae;Boopis bupleuroides;Vazio;EN
Flora;Angiospermas;Calyceraceae;Boopis itatiaiae;Vazio;EN
Flora;Angiospermas;Poaceae;Bothriochloa laguroides;Vazio;VU
Fauna;Répteis;Viperidae;Bothrops alcatraz;Jararaca-de-alcatrazes;CR
Fauna;Répteis;Viperidae;Bothrops insularis;Jararaca-ilhôa;CR
Fauna;Répteis;Viperidae;Bothrops muriciensis;Jararacuçu-de-murici;EN
Fauna;Répteis;Viperidae;Bothrops otavioi;Desconhecido;CR
Fauna;Répteis;Viperidae;Bothrops pirajai;Jararacuçu-tapete;EN
Fauna;Invertebrados Aquáticos;Bouchardiidae;Bouchardia rosea;Desconhecido;EN
Flora;Angiospermas;Orchidaceae;Brachionidium restrepioides;Vazio;VU
Fauna;Anfíbios;Brachycephalidae;Brachycephalus pernix;Desconhecido;CR
Fauna;Peixes Continentais;Hypopomidae;Brachyhypopomus jureiae;Tuvira-da-juréia;EN
Fauna;Invertebrados Terrestres;Formicidae;Brachymyrmex micromegas;Formiga;EN
Flora;Angiospermas;Orchidaceae;Brachystele camporum;Vazio;VU
Fauna;Mamíferos;Atelidae;Brachyteles arachnoides;Muriqui-do-sul;EN
Fauna;Mamíferos;Atelidae;Brachyteles hypoxanthus;Muriqui-do-norte;CR
Flora;Angiospermas;Rubiaceae;Bradea anomala;Vazio;CR
Flora;Angiospermas;Rubiaceae;Bradea bicornuta;Vazio;CR
Flora;Angiospermas;Rubiaceae;Bradea montana;Vazio;CR
Fauna;Mamíferos;Bradypodidae;Bradypus torquatus;Preguiça-de-coleira;VU
Flora;Angiospermas;Orchidaceae;Brasilaelia crispa;Vazio;VU
Flora;Angiospermas;Orchidaceae;Brasilaelia grandis;Vazio;VU
Flora;Angiospermas;Orchidaceae;Brasilaelia lobata;Vazio;EN
Flora;Angiospermas;Orchidaceae;Brasilaelia perrinii;Vazio;VU
Flora;Angiospermas;Orchidaceae;Brasilaelia purpurata;Vazio;VU
Flora;Angiospermas;Orchidaceae;Brasilaelia tenebrosa;Vazio;EN
Flora;Angiospermas;Orchidaceae;Brasilaelia xanthina;Vazio;EN
Flora;Angiospermas;Cactaceae;Brasilicereus markgrafii;Vazio;EN
Flora;Angiospermas;Orchidaceae;Brasilidium marshallianum;Vazio;CR
Flora;Angiospermas;Orchidaceae;Brasilidium pectorale;Vazio;CR
Flora;Angiospermas;Orchidaceae;Brasiliorchis schunkeana;Vazio;EN
Fauna;Répteis;Mabuyidae;Brasiliscincus caissara;Calango-liso-da-restinga;EN
Fauna;Invertebrados Terrestres;Prodidomidae;Brasilomma enigmatica;Desconhecido;EN
Flora;Angiospermas;Orchidaceae;Brassia arachnoidea;Vazio;VU
Flora;Angiospermas;Hedwigiaceae;Braunia plicata;Vazio;VU
Flora;Angiospermas;Bromeliaceae;Bromelia braunii;Vazio;CR
Flora;Angiospermas;Bromeliaceae;Bromelia macedoi;Vazio;VU
Flora;Briófitas;Lejeuneaceae;Bromeliophila natans;Vazio;EN
Flora;Angiospermas;Poaceae;Bromidium ramboi;Vazio;CR
Fauna;Peixes Continentais;Characidae;Brycon devillei;Piabinha;EN
Fauna;Peixes Continentais;Characidae;Brycon gouldingi;Matrinxã, Piabanha ;EN
Fauna;Peixes Continentais;Characidae;Brycon insignis;Piabanha;EN
Fauna;Peixes Continentais;Characidae;Brycon nattereri;Pirapitinga;VU
Fauna;Peixes Continentais;Characidae;Brycon opalinus;Pirapitinga;VU
Fauna;Peixes Continentais;Characidae;Brycon orbignyanus;Piracanjuba;EN
Fauna;Peixes Continentais;Characidae;Brycon vermelha;Vermelha;EN
Fauna;Peixes Continentais;Characidae;Bryconamericus lambari;Lambari;EN
Flora;Angiospermas;Combretaceae;Buchenavia parvifolia subsp. Rabelloana;Vazio;VU
Flora;Angiospermas;Scrophulariaceae;Buddleja speciosissima;Vazio;EN
Flora;Angiospermas;Orchidaceae;Bulbophyllum arianeae;Vazio;CR
Flora;Angiospermas;Orchidaceae;Bulbophyllum boudetianum;Vazio;EN
Flora;Angiospermas;Orchidaceae;Bulbophyllum kautskyi;Vazio;VU
Flora;Angiospermas;Cyperaceae;Bulbostylis distichoides;Vazio;VU
Flora;Angiospermas;Cyperaceae;Bulbostylis nesiotis;Vazio;VU
Flora;Angiospermas;Cyperaceae;Bulbostylis smithii;Vazio;EN
Flora;Angiospermas;Malpighiaceae;Bunchosia itacarensis;Vazio;CR
Flora;Angiospermas;Malpighiaceae;Bunchosia macilenta;Vazio;VU
Flora;Angiospermas;Malpighiaceae;Bunchosia pernambucana;Vazio;EN
Flora;Angiospermas;Burseraceae;Bursera simaruba;Vazio;VU
Flora;Angiospermas;Arecaceae;Butia capitata;"Coco-azedinho; Coco-cabeçudo";VU
Flora;Angiospermas;Arecaceae;Butia eriospatha;Butiá-da-serra;VU
Flora;Angiospermas;Arecaceae;Butia leptospatha;Vazio;CR
Flora;Angiospermas;Arecaceae;Butia microspadix;Vazio;VU
Flora;Angiospermas;Arecaceae;Butia purpurascens;palmeira-jataí;EN
Flora;Angiospermas;Arecaceae;Butia yatay;butiá-jataí;VU
Flora;Angiospermas;Malpighiaceae;Byrsonima alvimii;Vazio;VU
Flora;Angiospermas;Malpighiaceae;Byrsonima brachybotrya;Vazio;VU
Flora;Angiospermas;Malpighiaceae;Byrsonima cipoensis;Vazio;EN
Flora;Angiospermas;Malpighiaceae;Byrsonima fonsecae;Vazio;CR
Flora;Angiospermas;Malpighiaceae;Byrsonima lanulosa;Vazio;EN
Flora;Angiospermas;Malpighiaceae;Byrsonima microphylla;Vazio;EN
Flora;Angiospermas;Malpighiaceae;Byrsonima onishiana;Vazio;EN
Flora;Angiospermas;Asteraceae;Caatinganthus rubropappus;Vazio;EN
Fauna;Mamíferos;Pitheciidae;Cacajao hosomi;Uacari;EN
Flora;Angiospermas;Fabaceae;Caesalpinia echinata;"pau-brasil; Ibirapitanga; Pau-pernambuco";EN
Fauna;Répteis;Dipsadidae;Calamodontophis paucidens;Cobra-espada-dos-pampas;EN
Fauna;Répteis;Dipsadidae;Calamodontophis ronaldoi;Cobra-espada-do-paraná;EN
Flora;Angiospermas;Asteraceae;Calea abbreviata;Vazio;CR
Flora;Angiospermas;Asteraceae;Calea acaulis;Vazio;VU
Flora;Angiospermas;Asteraceae;Calea brittoniana;Vazio;CR
Flora;Angiospermas;Asteraceae;Calea gentianoides;Vazio;VU
Flora;Angiospermas;Asteraceae;Calea heteropappa;Vazio;EN
Flora;Angiospermas;Asteraceae;Calea kristiniae;Vazio;EN
Flora;Angiospermas;Solanaceae;Calibrachoa eglandulata;Vazio;EN
Flora;Angiospermas;Solanaceae;Calibrachoa elegans;Vazio;EN
Flora;Angiospermas;Solanaceae;Calibrachoa humilis;Vazio;EN
Flora;Angiospermas;Solanaceae;Calibrachoa spathulata;Vazio;VU
Fauna;Aves;Scolopacidae;Calidris canutus;Maçarico-de-papo-vermelho;CR
Fauna;Aves;Scolopacidae;Calidris pusilla;Maçarico-rasteirinho;EN
Fauna;Aves;Scolopacidae;Calidris subruficollis;Maçarico-acanelado;VU
Flora;Angiospermas;Fabaceae;Calliandra carrascana;Vazio;EN
Fauna;Mamíferos;Pitheciidae;Callicebus barbarabrownae;Guigó-da-caatinga;CR
Fauna;Mamíferos;Pitheciidae;Callicebus coimbrai;Guigó;EN
Fauna;Mamíferos;Pitheciidae;Callicebus melanochir;Guigó;VU
Fauna;Mamíferos;Pitheciidae;Callicebus personatus;Sauá-de-cara-preta;VU
Fauna;Invertebrados Terrestres;Nymphalidae;Callicore hydarnis;Borboleta;EN
Flora;Angiospermas;Vochysiaceae;Callisthene inundata;Vazio;EN
Fauna;Mamíferos;Echimyidae;Callistomys pictus;Rato-do-cacau;EN
Fauna;Mamíferos;Callitrichidae;Callithrix aurita;Sagui-da-serra-escuro;EN
Fauna;Mamíferos;Callitrichidae;Callithrix flaviceps;Sagui-da-serra-claro;EN
Fauna;Mamíferos;Didelphidae;Caluromysiops irrupta;Cuíca-de-colete;CR(PEX)
Flora;Angiospermas;Myrtaceae;Calycolpus legrandii;Vazio;VU
Flora;Angiospermas;Malvaceae;Calyculogygas uruguayensis;Vazio;EN
Fauna;Répteis;Gymnophthalmidae;Calyptommatus leiolepis;Desconhecido;EN
Fauna;Répteis;Gymnophthalmidae;Calyptommatus nicterus;Desconhecido;EN
Fauna;Répteis;Gymnophthalmidae;Calyptommatus sinebrachiatus;Desconhecido;EN
Flora;Angiospermas;Malvaceae;Calyptraemalva catharinensis;Vazio;EN
Flora;Angiospermas;Myrtaceae;Calyptranthes fusiformis;Vazio;VU
Flora;Angiospermas;Myrtaceae;Calyptranthes hatschbachii;Vazio;EN
Flora;Angiospermas;Myrtaceae;Calyptranthes pileata;Vazio;VU
Flora;Angiospermas;Myrtaceae;Calyptranthes restingae;Vazio;VU
Fauna;Aves;Platyrinchidae;Calyptura cristata;Tietê-de-coroa;CR(PEX)
Flora;Angiospermas;Malpighiaceae;Camarea elongata;Vazio;VU
Flora;Angiospermas;Malpighiaceae;Camarea humifusa;Vazio;EN
Flora;Angiospermas;Malpighiaceae;Camarea linearifolia;Vazio;CR
Flora;Angiospermas;Poaceae;Cambajuva ulei;Vazio;EN
Flora;Angiospermas;Melastomataceae;Cambessedesia atropurpurea;Vazio;VU
Flora;Angiospermas;Melastomataceae;Cambessedesia gracilis;Vazio;EN
Flora;Angiospermas;Melastomataceae;Cambessedesia hermogenesii;Vazio;EN
Flora;Angiospermas;Melastomataceae;Cambessedesia weddellii;Vazio;VU
Flora;Angiospermas;Melastomataceae;Cambessedesia wurdackii;Vazio;VU
Fauna;Invertebrados Terrestres;Baetidae;Camelobaetidius maranhensis;Siriruia;VU
Fauna;Invertebrados Terrestres;Baetidae;Camelobaetidius spinosus;Siriruia;VU
Fauna;Invertebrados Terrestres;Baetidae;Camelobaetidius yacutinga;Siriruia;VU
Fauna;Peixes Continentais;Rivulidae;Campellolebias brucei;Peixe-anual;EN
Fauna;Peixes Continentais;Rivulidae;Campellolebias chrysolineatus;Peixe-anual;CR
Fauna;Peixes Continentais;Rivulidae;Campellolebias dorsimaculatus;Peixe-anual;CR
Fauna;Peixes Continentais;Rivulidae;Campellolebias intermedius;Peixe-anual;CR
Flora;Angiospermas;Myrtaceae;Campomanesia espiritosantensis;Vazio;CR
Flora;Angiospermas;Myrtaceae;Campomanesia hirsuta;Vazio;EN
Flora;Angiospermas;Myrtaceae;Campomanesia macrobracteolata;Vazio;VU
Flora;Angiospermas;Myrtaceae;Campomanesia prosthecesepala;Vazio;EN
Flora;Angiospermas;Myrtaceae;Campomanesia reitziana;Vazio;VU
Flora;Angiospermas;Asteraceae;Campuloclinium parvulum;Vazio;VU
Flora;Angiospermas;Orchidaceae;Campylocentrum pernambucense;Vazio;EN
Flora;Briófitas;Dicranaceae;Campylopus densicoma;Vazio;EN
Fauna;Aves;Dendrocolaptidae;Campylorhamphus cardosoi;Arapaçu-do-tapajós;VU
Fauna;Aves;Dendrocolaptidae;Campylorhamphus multostriatus;Arapaçu-de-bico-curvo-do-xingu;VU
Fauna;Aves;Dendrocolaptidae;Campylorhamphus trochilirostris trochilirostris;Arapaçu-beija-flor;EN
Flora;Angiospermas;Poaceae;Canastra lanceolata;Vazio;CR
Flora;Angiospermas;Bromeliaceae;Canistropsis albiflora;Vazio;VU
Flora;Angiospermas;Bromeliaceae;Canistropsis elata;Vazio;CR
Flora;Angiospermas;Bromeliaceae;Canistrum alagoanum;Vazio;EN
Flora;Angiospermas;Bromeliaceae;Canistrum aurantiacum;Vazio;EN
Flora;Angiospermas;Bromeliaceae;Canistrum camacaense;Vazio;EN
Flora;Angiospermas;Bromeliaceae;Canistrum fosterianum;Vazio;CR
Flora;Angiospermas;Bromeliaceae;Canistrum guzmanioides;Vazio;EN
Flora;Angiospermas;Bromeliaceae;Canistrum montanum;Vazio;EN
Flora;Angiospermas;Bromeliaceae;Canistrum pickelii;Vazio;VU
Flora;Angiospermas;Bromeliaceae;Canistrum triangulare;Vazio;EN
Fauna;Invertebrados Terrestres;Scarabaeidae;Canthon corpulentus;Besouro rola-bosta;VU
Fauna;Invertebrados Terrestres;Scarabaeidae;Canthon quadripunctatus;Besouro rola-bosta;VU
Flora;Angiospermas;Euphorbiaceae;Caperonia buettneriacea;Vazio;VU
Fauna;Aves;Capitonidae;Capito dayi;Capitão-de-cinta;VU
Flora;Angiospermas;Rubiaceae;Carapichea ipecacuanha;Vazio;VU
Fauna;Peixes Marinhos;Carcharhinidae;Carcharhinus galapagensis;Tubarão-das-galápagos;CR
Fauna;Peixes Marinhos;Carcharhinidae;Carcharhinus longimanus;Tubarão-galha-branca;VU
Fauna;Peixes Marinhos;Carcharhinidae;Carcharhinus obscurus;Cação-fidalgo;EN
Fauna;Peixes Marinhos;Carcharhinidae;Carcharhinus perezi;Tubarão-dos-recifes;VU
Fauna;Peixes Marinhos;Carcharhinidae;Carcharhinus plumbeus;Tubarão-galhudo;CR
Fauna;Peixes Marinhos;Carcharhinidae;Carcharhinus porosus;Cação-azeiteiro;CR
Fauna;Peixes Marinhos;Carcharhinidae;Carcharhinus signatus;Cação-noturno;VU
Fauna;Peixes Marinhos;Odontaspididae;Carcharias taurus;Cação-mangona;CR
Fauna;Peixes Marinhos;Lamnidae;Carcharodon carcharias;Tubarão-branco;VU
Fauna;Invertebrados Aquáticos;Gecarcinidae;Cardisoma guanhumi;Guaiamum;CR
Fauna;Répteis;Cheloniidae;Caretta caretta;Tartaruga-cabeçuda;EN
Flora;Angiospermas;Lecythidaceae;Cariniana ianeirensis;Jequitibá-açu;EN
Flora;Angiospermas;Lecythidaceae;Cariniana legalis;Vazio;EN
Flora;Angiospermas;Lecythidaceae;Cariniana parvifolia;jequitibá-cravino;EN
Fauna;Aves;Cotingidae;Carpornis melanocephala;Sabiá-pimenta;VU
Fauna;Invertebrados Terrestres;Lycidae;Cartagonum apiuba;Besouro;CR
Fauna;Aves;Cardinalidae;Caryothraustes canadensis frontalis;Furriel ;EN
Flora;Angiospermas;Salicaceae;Casearia paranaensis;Vazio;VU
Fauna;Invertebrados Aquáticos;Cassidulidae;Cassidulus mitis;Ouriço-do-mar;EN
Flora;Angiospermas;Simaroubaceae;Castela tweedii;romãzeirinha;EN
Fauna;Invertebrados Terrestres;Aeshnidae;Castoraeschna januaria;Libélula;VU
Flora;Angiospermas;Orchidaceae;Catasetum mattosianum;Vazio;EN
Flora;Angiospermas;Asteraceae;Catolesia mentiens;Vazio;CR
Flora;Angiospermas;Orchidaceae;Cattleya aclandiae;Vazio;VU
Flora;Angiospermas;Orchidaceae;Cattleya dormaniana;Vazio;EN
Flora;Angiospermas;Orchidaceae;Cattleya granulosa;Vazio;VU
Flora;Angiospermas;Orchidaceae;Cattleya guttata;Vazio;VU
Flora;Angiospermas;Orchidaceae;Cattleya harrisoniana;Vazio;VU
Flora;Angiospermas;Orchidaceae;Cattleya intermedia;Vazio;VU
Flora;Angiospermas;Orchidaceae;Cattleya labiata;Vazio;VU
Flora;Angiospermas;Orchidaceae;Cattleya porphyroglossa;Vazio;CR
Flora;Angiospermas;Orchidaceae;Cattleya schilleriana;Vazio;EN
Flora;Angiospermas;Orchidaceae;Cattleya schofieldiana;Vazio;CR
Flora;Angiospermas;Orchidaceae;Cattleya tenuis;Vazio;EN
Flora;Angiospermas;Orchidaceae;Cattleya tigrina;Vazio;VU
Flora;Angiospermas;Orchidaceae;Cattleya velutina;Vazio;VU
Flora;Angiospermas;Orchidaceae;Cattleya walkeriana;Vazio;VU
Flora;Angiospermas;Orchidaceae;Cattleya warneri;Vazio;VU
Fauna;Mamíferos;Caviidae;Cavia intermedia;Preá;CR
Fauna;Mamíferos;Cebidae;Cebus kaapori;Caiarara;CR
Flora;Angiospermas;Meliaceae;Cedrela fissilis;Vazio;VU
Flora;Angiospermas;Meliaceae;Cedrela lilloi;Vazio;EN
Flora;Angiospermas;Meliaceae;Cedrela odorata;"cedro; cedro branco; cedro rosa; cedro vermelho";VU
Fauna;Invertebrados Terrestres;Ctenidae;Celaetycheus mungunza;Desconhecido;CR
Fauna;Aves;Picidae;Celeus flavus subflavus;Pica-pau-amarelo;CR
Fauna;Aves;Picidae;Celeus obrieni;Pica-pau-do-parnaíba;VU
Fauna;Aves;Picidae;Celeus torquatus pieteroyensi;Pica-pau-de-coleira ;EN
Fauna;Aves;Picidae;Celeus torquatus tinnunculus;Pica-pau-de-coleira ;VU
Flora;Angiospermas;Orchidaceae;Centroglossa castellensis;Vazio;CR
Flora;Angiospermas;Fabaceae;Centrolobium paraense;Vazio;EN
Flora;Angiospermas;Fabaceae;Centrosema carajasense;Vazio;VU
Fauna;Invertebrados Terrestres;Ciidae;Ceracis cassumbensis;Desconhecido;EN
Flora;Pteridófitas;Polypodiaceae;Ceradenia capillaris;Vazio;VU
Flora;Pteridófitas;Polypodiaceae;Ceradenia glaziovii;Vazio;EN
Flora;Pteridófitas;Polypodiaceae;Ceradenia warmingii;Vazio;CR
Fauna;Aves;Thamnophilidae;Cercomacra ferdinandi;Chororó-de-goiás;VU
Fauna;Peixes Marinhos;Microdesmidae;Cerdale fasciata;Peixe-lombriga-listrado;EN
Flora;Angiospermas;Cactaceae;Cereus mirabella;Vazio;VU
Fauna;Mamíferos;Cricetidae;Cerradomys goytaca;Rato-do-chão;EN
Fauna;Peixes Marinhos;Cetorhinidae;Cetorhinus maximus;Tubarão-peregrino;CR
Fauna;Mamíferos;Erethizontidae;Chaetomys subspinosus;Ouriço-preto;VU
Flora;Angiospermas;Fabaceae;Chamaecrista anamariae;Vazio;EN
Flora;Angiospermas;Fabaceae;Chamaecrista atroglandulosa;Vazio;EN
